objective,n,instance,origin,remaining,oracle_completion,source_spread_pct,source_count,policy,regret,regret_pct,oracle_hit
reinforce,20,2,route,6,1.6348296143114567,1.134372731416382,6,shortest_component,0.014690890908241272,0.898619084192982,0
reinforce,20,2,route,6,1.6348296143114567,1.134372731416382,6,min_entropy,0.0,0.0,1
reinforce,20,2,route,6,1.6348296143114567,1.134372731416382,6,max_margin,0.0,0.0,1
reinforce,20,2,route,6,1.6348296143114567,1.134372731416382,6,shortest_edge,0.014690890908241272,0.898619084192982,0
reinforce,20,2,route,6,1.6348296143114567,1.134372731416382,6,random_expected,0.0055393253763516,0.3388319692682228,0.6666666666666666
reinforce,20,2,route,8,2.032772157341242,5.529881413028342,8,learned,0.0,0.0,1
reinforce,20,2,route,8,2.032772157341242,5.529881413028342,8,route,0.11240988969802856,5.529881413028342,0
reinforce,20,2,route,8,2.032772157341242,5.529881413028342,8,fixed,0.0,0.0,1
reinforce,20,2,route,8,2.032772157341242,5.529881413028342,8,shortest_component,0.0,0.0,1
reinforce,20,2,route,8,2.032772157341242,5.529881413028342,8,min_entropy,0.0,0.0,1
reinforce,20,2,route,8,2.032772157341242,5.529881413028342,8,max_margin,0.0,0.0,1
reinforce,20,2,route,8,2.032772157341242,5.529881413028342,8,shortest_edge,0.005559742450714111,0.27350544086485123,0
reinforce,20,2,route,8,2.032772157341242,5.529881413028342,8,random_expected,0.014746204018592834,0.725423356736649,0.75
reinforce,20,2,route,10,2.0131634287536144,16.99843574380087,10,learned,0.0,0.0,1
reinforce,20,2,route,10,2.0131634287536144,16.99843574380087,10,route,0.1755853071808815,8.721860563977636,0
reinforce,20,2,route,10,2.0131634287536144,16.99843574380087,10,fixed,0.34220629185438156,16.99843574380087,0
reinforce,20,2,route,10,2.0131634287536144,16.99843574380087,10,shortest_component,0.34220629185438156,16.99843574380087,0
reinforce,20,2,route,10,2.0131634287536144,16.99843574380087,10,min_entropy,0.0,0.0,1
reinforce,20,2,route,10,2.0131634287536144,16.99843574380087,10,max_margin,0.0,0.0,1
reinforce,20,2,route,10,2.0131634287536144,16.99843574380087,10,shortest_edge,0.045770227909088135,2.2735475548264508,0
reinforce,20,2,route,10,2.0131634287536144,16.99843574380087,10,random_expected,0.05635618269443521,2.7993843862605,0.7
reinforce,20,3,learned,4,1.6189491152763367,28.260591597822486,4,learned,0.0,0.0,1
reinforce,20,3,learned,4,1.6189491152763367,28.260591597822486,4,route,0.0,0.0,1
reinforce,20,3,learned,4,1.6189491152763367,28.260591597822486,4,fixed,0.0,0.0,1
reinforce,20,3,learned,4,1.6189491152763367,28.260591597822486,4,shortest_component,0.4575245976448059,28.260591597822486,0
reinforce,20,3,learned,4,1.6189491152763367,28.260591597822486,4,min_entropy,0.4575245976448059,28.260591597822486,0
reinforce,20,3,learned,4,1.6189491152763367,28.260591597822486,4,max_margin,0.4575245976448059,28.260591597822486,0
reinforce,20,3,learned,4,1.6189491152763367,28.260591597822486,4,shortest_edge,0.0,0.0,1
reinforce,20,3,learned,4,1.6189491152763367,28.260591597822486,4,random_expected,0.11438114941120148,7.065147899455622,0.75
